,Sentence,Pre-processed sentence,textblob-subjectivity,vader-pos,vader-neg,vader-neu,vader-compound,vader-polarity,sentiment-category
65,Because they don't agree with.,not agree,0.0,0.0,0.678,0.322,-0.2755,Negative,
66,Regions lined up here so.,regions line,0.0,0.0,0.0,1.0,0.0,Neutral,
67,But they make sense.,make sense,0.0,0.0,0.0,1.0,0.0,Neutral,
68,They look good.,look good,0.6000000000000001,0.744,0.0,0.256,0.4404,Positive,
69,Yep.,yep,0.0,1.0,0.0,0.0,0.296,Positive,
70,Information about exemption for Google Home isolation when arriving to Slovakia.,information exemption google home isolation arrive slovakia,0.0,0.0,0.31,0.69,-0.4019,Negative,
71,I suspect we need to go to home.,suspect need go home,0.0,0.0,0.423,0.577,-0.296,Negative,
72,And.,,0.0,0.0,0.0,0.0,0.0,Neutral,
73,Traveling.,traveling,0.0,0.0,0.0,1.0,0.0,Neutral,
74,Nation.,nation,0.0,0.0,0.0,1.0,0.0,Neutral,
75,Morris tinker measurements.,morris tinker measurement,0.0,0.0,0.0,1.0,0.0,Neutral,
76,"No, I suspected it would be in.",no suspect would,0.0,0.486,0.0,0.514,0.2235,Positive,
77,Here's Ben.,heres ben,0.0,0.0,0.0,1.0,0.0,Neutral,
78,Should travel regulations.,travel regulation,0.0,0.0,0.0,1.0,0.0,Neutral,
79,If maybe you could pop up on the site.,maybe could pop site,0.0,0.0,0.0,1.0,0.0,Neutral,
80,That doesn't want to do it.,not want,0.0,0.0,0.55,0.45,-0.0572,Negative,
81,Compulsory home isolation.,compulsory home isolation,0.0,0.0,0.574,0.426,-0.4019,Negative,
82,Three requirements.,three requirement,0.0,0.0,0.0,1.0,0.0,Neutral,
83,But where are the exceptions?,exception,0.0,0.0,0.0,1.0,0.0,Neutral,
84,It could be different.,could different,0.6,0.0,0.0,1.0,0.0,Neutral,
85,"Honestly, for me it's still a bit unclear.",honestly still bit unclear,0.9,0.429,0.286,0.286,0.25,Positive,
86,Maybe I've just found the wrong document.,maybe find wrong document,0.9,0.37,0.383,0.247,-0.0258,Negative,
87,I dare watch a different ship check section where a Welsh got should look at.,dare watch different ship check section welsh get look,0.6,0.0,0.0,1.0,0.0,Neutral,
88,Maybe Flash would have been right here.,maybe flash would right,0.5357142857142857,0.0,0.0,1.0,0.0,Neutral,
89,"No, I don't think so.",no not think,0.0,0.0,0.524,0.476,-0.296,Negative,
90,Uhm.,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
91,But the location is very clear the document.,location clear document,0.3833333333333333,0.565,0.0,0.435,0.3818,Positive,
92,"That could be made a bit more clear, but.",could make bit clear,0.3833333333333333,0.464,0.0,0.536,0.3818,Positive,
93,"That is, I don't.",dont,0.0,0.0,0.0,1.0,0.0,Neutral,
94,I don't know if this is inside of the scope of your project or outside.,not know inside scope project outside,0.05,0.0,0.332,0.668,-0.357,Negative,
95,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
96,Navigate.,navigate,0.0,0.0,0.0,1.0,0.0,Neutral,
97,"It is easy, the document itself.",easy document,0.8333333333333334,0.744,0.0,0.256,0.4404,Positive,
98,I couldn't fully understand.,could not fully understand,0.0,0.0,0.0,1.0,0.0,Neutral,
99,I'm planning to arrive from abroad to Slovakia.,plan arrive abroad slovakia,0.0,0.0,0.0,1.0,0.0,Neutral,
100,"Find out whether I've was even possible, and if yes, what are the requirements for rifle.",find whether even possible yes requirement rifle,1.0,0.533,0.0,0.467,0.6908,Positive,
101,I believe it would be in the same documents.,believe would document,0.0,0.0,0.0,1.0,0.0,Neutral,
102,If I saw it right.,saw right,0.5357142857142857,0.0,0.0,1.0,0.0,Neutral,
103,You could also register.,could also register,0.0,0.0,0.0,1.0,0.0,Neutral,
104,Depends.,depends,0.0,0.0,0.0,1.0,0.0,Neutral,
105,When you are on the website isn't in English.,website not english,0.0,0.0,0.0,1.0,0.0,Neutral,
106,"I can change when I will arrive, let's say today.",change arrive let us say today,0.0,0.0,0.0,1.0,0.0,Neutral,
107,Where did they come from?,come,0.0,0.0,0.0,1.0,0.0,Neutral,
108,Netherlands.,netherlands,0.0,0.0,0.0,1.0,0.0,Neutral,
109,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
110,Those things I don't want to fill in.,thing not want fill,0.0,0.0,0.289,0.711,-0.0572,Negative,
111,I bet you can register right here.,bet register right,0.5357142857142857,0.0,0.0,1.0,0.0,Neutral,
112,"Alright, I see.",alright see,0.0,1.0,0.0,0.0,0.6124,Positive,
113,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
114,And I suspect that a regulations are in here.,suspect regulation,0.0,0.0,0.688,0.312,-0.296,Negative,
115,Say I am a vaccinated person.,say vaccinated person,0.0,0.0,0.0,1.0,0.0,Neutral,
116,We have a. I have EU digital code for Sept Iphicrates.,eu digital code sept iphicrates,0.0,0.0,0.0,1.0,0.0,Neutral,
117,So that's a requirement.,requirement,0.0,0.0,0.0,1.0,0.0,Neutral,
118,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
119,"I need to, uh, register.",need uh register,0.0,0.0,0.0,1.0,0.0,Neutral,
120,"Then if I come by air, I need to fit in another form.",come air need fit another form,0.4,0.333,0.0,0.667,0.3612,Positive,
121,And.,,0.0,0.0,0.0,0.0,0.0,Neutral,
122,The Netherlands Not in the list as far as I can see in the documents.,netherlands not list far see document,1.0,0.0,0.332,0.668,-0.357,Negative,
123,So I need to.,need,0.0,0.0,0.0,1.0,0.0,Neutral,
124,And provide a negative RT PCR test.,provide negative rt pcr test,0.4,0.0,0.481,0.519,-0.5719,Negative,
125,So.,,0.0,0.0,0.0,0.0,0.0,Neutral,
126,"Metal is in the list, it's just not alphabetically ordered weirdly enough.",metal list not alphabetically order weirdly enough,0.5,0.239,0.0,0.761,0.2235,Positive,
127,Up So I don't need proof provided with a.,not need proof provide,0.0,0.0,0.0,1.0,0.0,Neutral,
128,Need to fill in some documents?,need fill document,0.0,0.0,0.0,1.0,0.0,Neutral,
129,And provide a vaccination list.,provide vaccination list,0.0,0.0,0.0,1.0,0.0,Neutral,
130,"All mostly the document was simply confusing, but where at the document was was pretty easy to find.",mostly document simply confuse document pretty easy find,0.6726190476190477,0.607,0.127,0.267,0.802,Positive,['Confusion']
131,Mabalingwe maybe if you search for it.,mabalingwe maybe search,0.0,0.0,0.0,1.0,0.0,Neutral,
132,No.,no,0.0,0.0,1.0,0.0,-0.296,Negative,
133,Searching for it doesn't help.,searching not help,0.0,0.0,0.53,0.47,-0.3089,Negative,
134,But Maybe they could add these documents in the search function as well.,maybe could add document search function well,0.0,0.259,0.0,0.741,0.2732,Positive,
135,Because that aspect I got it's a bit confusing and the document is just.,aspect get bit confusing document,0.4,0.0,0.322,0.678,-0.2263,Negative,
136,"It's a good document, it makes sense.",good document make sense,0.6000000000000001,0.492,0.0,0.508,0.4404,Positive,
137,Though it's.,though,0.0,0.0,0.0,1.0,0.0,Neutral,
138,Difficult to adjust.,difficult adjust,1.0,0.0,0.714,0.286,-0.3612,Negative,
139,Press aware some information is.,press aware information,0.25,0.0,0.0,1.0,0.0,Neutral,
140,I will arrive by plane from the US of a landing in Vienna.,arrive plane us landing vienna,0.0,0.0,0.0,1.0,0.0,Neutral,
141,So first let's switch this to English because they don't say that I am coming from the US of a. Mac.,first let us switch english not say come us mac,0.16666666666666666,0.0,0.0,1.0,0.0,Neutral,
142,"OK, so America I have another physical stop in Austria.",ok america another physical stop austria,0.3214285714285714,0.262,0.262,0.476,0.0,Neutral,
143,"Uh, and tell the right thing to Fiona.",uh tell right thing fiona,0.5357142857142857,0.0,0.0,1.0,0.0,Neutral,
144,I'm not fascinated.,not fascinate,0.0,0.0,0.735,0.265,-0.4168,Negative,
145,I have an ID number of 123456.,id number 123456,0.0,0.394,0.0,0.606,0.0772,Positive,
146,Before 5-6 date of birth.,56 date birth,0.0,0.0,0.0,1.0,0.0,Neutral,
147,Is 30th or January.,30th january,0.0,0.0,0.0,1.0,0.0,Neutral,
148,Nope.,nope,0.0,0.0,0.0,1.0,0.0,Neutral,
149,Videos of January want me?,videos january want,0.0,0.394,0.0,0.606,0.0772,Positive,
150,9.,9,0.0,0.0,0.0,1.0,0.0,Neutral,
151,Email is.,email,0.0,0.0,0.0,1.0,0.0,Neutral,
152,I've got spare milk.,get spare milk,0.0,0.0,0.0,1.0,0.0,Neutral,
153,Thing.,thing,0.0,0.0,0.0,1.0,0.0,Neutral,
154,Phone number.,phone number,0.0,0.565,0.0,0.435,0.0772,Positive,
155,"But if I have to continue, I am not vaccinated.",continue not vaccinate,0.0,0.0,0.0,1.0,0.0,Neutral,
156,And.,,0.0,0.0,0.0,0.0,0.0,Neutral,
157,I suspect I'm not exception.,suspect not exception,0.0,0.0,0.524,0.476,-0.296,Negative,
158,Overview of exemptions.,overview exemption,0.0,0.0,0.0,1.0,0.0,Neutral,
159,This is probably the patient.,probably patient,0.0,0.0,0.0,1.0,0.0,Neutral,
160,Last month before and I couldn't find it.,last month could not find,0.06666666666666667,0.0,0.383,0.617,-0.357,Negative,
161,"This base cannot isn't translatable, so I have no proof of any of your shares.",base not not translatable no proof share,1.0,0.0,0.415,0.585,-0.3705,Negative,
162,My apologies for that.,apology,0.0,1.0,0.0,0.0,0.0516,Positive,
163,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
164,"Well, I come from you.",well come,0.0,0.677,0.0,0.323,0.2732,Positive,
165,Don't.,dont,0.0,0.0,0.0,1.0,0.0,Neutral,
166,Just 12345345.,12345345,0.0,0.0,0.0,1.0,0.0,Neutral,
167,Trash will be same as young nurse.,trash young nurse,0.4,0.0,0.0,1.0,0.0,Neutral,
168,I suspect I don't have preferred pickup points.,suspect not prefer pickup point,0.0,0.0,0.355,0.645,-0.296,Negative,['Suggestion']
169,Additional data no.,additional data no,0.0,0.0,0.524,0.476,-0.296,Negative,
170,And this is the final step.,final step,1.0,0.0,0.0,1.0,0.0,Neutral,
171,For the part.,part,0.0,0.0,0.0,1.0,0.0,Neutral,
172,"Of exemptions, the.",exemption,0.0,0.0,0.0,1.0,0.0,Neutral,
173,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
174,"Options given decent, they make sense, but if you want to just have an immediate overview.",options give decent make sense want immediate overview,0.6666666666666666,0.157,0.0,0.843,0.0772,Positive,
175,They don't have to base in English.,not base english,0.5,0.0,0.0,1.0,0.0,Neutral,
176,Is farce makes sense?,farce make sense,0.5,0.0,0.574,0.426,-0.4019,Negative,
177,I just respect they don't have one.,respect not one,0.0,0.608,0.0,0.392,0.4767,Positive,
178,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
179,Well.,well,0.0,1.0,0.0,0.0,0.2732,Positive,
180,"Uh, yeah, I don't know if I've only been in here, so that's the problem.",uh yeah not know problem,0.0,0.499,0.277,0.224,0.2448,Positive,
181,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
182,"So yeah, that's a bit of a downside.",yeah bit downside,0.0,0.423,0.385,0.192,0.0516,Positive,
183,"Or if you want to, you need to go through everything.",want need go everything,0.0,0.302,0.0,0.698,0.0772,Positive,
184,"One of those options, which is a bit.",one option bit,0.0,0.0,0.0,1.0,0.0,Neutral,
185,Annoying.,annoying,0.9,0.0,1.0,0.0,-0.4019,Negative,
186,"Actually, that's pretty logical and still makes sense.",actually pretty logical still make sense,0.625,0.39,0.0,0.61,0.4939,Positive,
187,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
188,I don't know exactly what it's meant with my understanding of the rules which apply after arriving in.,not know exactly mean understanding rule apply arrive,0.6875,0.0,0.262,0.738,-0.357,Negative,
189,I believe you mean the current measurements.,believe mean current measurement,0.54375,0.0,0.0,1.0,0.0,Neutral,
190,"Butchers, I mean sorry.",butchers mean sorry,0.84375,0.0,0.394,0.606,-0.0772,Negative,
191,"And well, that's.",well thats,0.0,0.677,0.0,0.323,0.2732,Positive,
192,Mandated rights here.,mandated right,0.5357142857142857,0.0,0.0,1.0,0.0,Neutral,
193,So we have to.,,0.0,0.0,0.0,0.0,0.0,Neutral,
194,They should look down so offense.,look offense,0.0,0.0,0.667,0.333,-0.25,Negative,
195,And stuff can't happiness much if I just scanned a quick line on top.,stuff not happiness much scan quick line top,0.35,0.168,0.273,0.559,-0.2787,Negative,
196,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
197,There should be creative workplaces.,creative workplace,1.0,0.744,0.0,0.256,0.4404,Positive,
198,And you have to wear a face masks.,wear face mask,0.0,0.0,0.0,1.0,0.0,Neutral,
199,And outside and respirator face masks in a public transport and buildings.,outside respirator face mask public transport building,0.058333333333333334,0.0,0.0,1.0,0.0,Neutral,
200,So yeah.,yeah,0.0,1.0,0.0,0.0,0.296,Positive,
201,Fascinated the Broads.,fascinated broads,0.0,0.756,0.0,0.244,0.4767,Positive,
202,I would like to.,would like,0.0,0.714,0.0,0.286,0.3612,Positive,['Satisfaction']
203,Who wrecked complete my fascination in here?,wreck complete fascination,0.4,0.451,0.408,0.141,0.0772,Positive,
204,What dealerships do they need to do?,dealerships need,0.0,0.0,0.0,1.0,0.0,Neutral,
205,I suspect they need to apply.,suspect need apply,0.0,0.0,0.524,0.476,-0.296,Negative,
206,Here in front.,front,0.0,0.0,0.0,1.0,0.0,Neutral,
207,At this document shade just have to feel undies.,document shade feel undies,0.0,0.0,0.0,1.0,0.0,Neutral,
208,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
209,Things.,things,0.0,0.0,0.0,1.0,0.0,Neutral,
210,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
211,And that makes sense.,make sense,0.0,0.0,0.0,1.0,0.0,Neutral,
212,You directly know that's probably a good find those things out.,directly know probably good find thing,0.5,0.748,0.0,0.252,0.836,Positive,
213,"For example, my patch number for fraction form for my first vaccination if I if applicable.",example patch number fraction form first vaccination applicable,0.3333333333333333,0.157,0.0,0.843,0.0772,Positive,
214,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
215,But the forms look good.,form look good,0.6000000000000001,0.592,0.0,0.408,0.4404,Positive,
216,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
217,The first Question four with the tick box.,first question four tick box,0.3333333333333333,0.0,0.0,1.0,0.0,Neutral,
218,"In in the documents there's no translation for, so you would need to translate it yourself.",document no translation would need translate,0.0,0.0,0.306,0.694,-0.296,Negative,
219,"But Yeah, next to it it looked good.",yeah next look good,0.30000000000000004,0.718,0.0,0.282,0.6249,Positive,
220,I had the first document at least and the information charged in the good faith documents.,first document least information charge good faith document,0.4444444444444445,0.487,0.0,0.513,0.6908,Positive,
221,Same problem that the first line is.,problem first line,0.3333333333333333,0.0,0.574,0.426,-0.4019,Negative,
222,Not.,not,0.0,0.0,0.0,1.0,0.0,Neutral,
223,There's no translation for.,no translation,0.0,0.0,0.688,0.312,-0.296,Negative,
224,"That's yeah, it looks good.",yeah look good,0.6000000000000001,0.836,0.0,0.164,0.6249,Positive,
225,Go to questionnaire.,go questionnaire,0.0,0.0,0.0,1.0,0.0,Neutral,
226,For most information I knew where to look.,information know look,0.0,0.6,0.0,0.4,0.4588,Positive,
227,"Some aspects, like for example the mandates you need to open individual documents and.",aspect like example mandate need open individual document,0.45,0.263,0.0,0.737,0.3612,Positive,['Satisfaction']
228,"For me, I would like to have some shorts.",would like short,0.3,0.556,0.0,0.444,0.3612,Positive,['Satisfaction']
229,Rules written down on the dock in the website itself.,rules write dock website,0.0,0.0,0.0,1.0,0.0,Neutral,
230,And so you don't have to look through them if you want to look through every entry every.,not look want look every entry every,0.0,0.0,0.169,0.831,-0.0572,Negative,
231,Documents.,documents,0.0,0.0,0.0,1.0,0.0,Neutral,
232,Just a quick summary would be useful.,quick summary would useful,0.25,0.492,0.0,0.508,0.4404,Positive,
233,The filling in the form made sense.,filling form make sense,0.0,0.0,0.0,1.0,0.0,Neutral,
234,Just the exceptions were a bit difficult to read through and and to look through like you so I didn't do that very quickly.,exception bit difficult read look like not quickly,0.75,0.227,0.227,0.545,0.0,Neutral,['Satisfaction']
235,"Well, I I just pretty much skipped over that.",well pretty much skip,0.6,0.726,0.0,0.274,0.6486,Positive,
236,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
237,And.,,0.0,0.0,0.0,0.0,0.0,Neutral,
238,The applying for vaccination shiploads makes sense.,applying vaccination shipload make sense,0.0,0.0,0.0,1.0,0.0,Neutral,
239,"Some light downsides, most of it is goods.",light downside good,0.65,0.492,0.339,0.169,0.2263,Positive,
240,I think I will give it to four.,think give four,0.0,0.0,0.0,1.0,0.0,Neutral,
241,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
242,How did I feel about obtaining the information from the website?,feel obtain information website,0.0,0.0,0.0,1.0,0.0,Neutral,
243,"Again, depends on.",depend,0.0,0.0,0.0,1.0,0.0,Neutral,
244,"Subject, For example, for the applying for vaccinations?",subject example applying vaccination,0.3333333333333333,0.0,0.0,1.0,0.0,Neutral,
245,"Really easy, UM?",really easy um,0.8333333333333334,0.615,0.0,0.385,0.4927,Positive,
246,For traveling to UM.,travel um,0.0,0.0,0.0,1.0,0.0,Neutral,
247,"Sushi, yeah, most made sense.",sushi yeah make sense,0.0,0.423,0.0,0.577,0.296,Positive,
248,"Some small downsides, but for just looking at the current rules, thus like a lot more difficult.",small downside look current rule thus like lot difficult,0.6,0.167,0.5,0.333,-0.6124,Negative,['Satisfaction']
249,200 Three were good.,200 three good,0.6000000000000001,0.592,0.0,0.408,0.4404,Positive,
250,I think I will give the three on my fridge.,think give three fridge,0.0,0.0,0.0,1.0,0.0,Neutral,
251,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
252,With the it's a pretty big downside to that the current covered bowls weren't entirely clear.,pretty big downside current covered bowl not entirely clear,0.4708333333333333,0.235,0.324,0.441,-0.0518,Negative,
253,Understands the.,understands,0.0,0.0,0.0,1.0,0.0,Neutral,
254,"Uh, information from the website was.",uh information website,0.0,0.0,0.0,1.0,0.0,Neutral,
255,Left of confidence in being able to use the information.,left confidence able use information,0.3125,0.452,0.0,0.548,0.5106,Positive,
256,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
257,Same story again.,story,0.0,0.0,0.0,1.0,0.0,Neutral,
258,Come apply vaccinations and the truffle.,come apply vaccination truffle,0.0,0.0,0.0,1.0,0.0,Neutral,
259,I could use pretty easily.,could use pretty easily,0.9166666666666667,0.737,0.0,0.263,0.6808,Positive,
260,Some minor things.,minor thing,0.2,0.0,0.0,1.0,0.0,Neutral,
261,Bit more annoying to get and understand.,bit annoy get understand,0.0,0.0,0.492,0.508,-0.4404,Negative,
262,"But there are, for most of them they are just you solutions.",solution,0.0,1.0,0.0,0.0,0.3182,Positive,
263,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
264,"I currently do not completely understand, but the full covitz.",currently not completely understand full covitz,0.47500000000000003,0.0,0.0,1.0,0.0,Neutral,
265,Rules are in Slovakia.,rules slovakia,0.0,0.0,0.0,1.0,0.0,Neutral,
266,"Uh, that information was not really understandable that, well without completely reading through the documents.",uh information not really understandable well without completely read document,0.30000000000000004,0.0,0.183,0.817,-0.2547,Negative,
267,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
268,And.,,0.0,0.0,0.0,0.0,0.0,Neutral,
269,That's discourages some people to do.,discourage people,0.0,0.0,0.737,0.263,-0.4215,Negative,
270,It's discouraging to some people to read it through completely.,discourage people read completely,0.4,0.0,0.483,0.517,-0.4215,Negative,
271,"Uhm, so it's easier to miss some rules right there.",uhm easy miss rule right,0.6845238095238095,0.387,0.213,0.4,0.3182,Positive,
272,Uhm?,uhm,0.0,0.0,0.0,1.0,0.0,Neutral,
273,"Most of it was very well understandable, and I I'm pretty confident that I could apply that.",well understandable pretty confident could apply,0.9166666666666667,0.739,0.0,0.261,0.8176,Positive,
274,"But so, like again, that aspect was not.",like aspect not,0.0,0.556,0.0,0.444,0.3612,Positive,['Satisfaction']
275,So I think I will give three again.,think give three,0.0,0.0,0.0,1.0,0.0,Neutral,
276,You're welcome for that.,welcome,0.9,1.0,0.0,0.0,0.4588,Positive,
277,I participated.,participate,0.0,0.0,0.0,1.0,0.0,Neutral,
278,I hope your thesis will go well and my information will be useful.,hope thesis go well information useful,0.0,0.725,0.0,0.275,0.7845,Positive,['Expectation']
279,"Well, thank you, good luck.",well thank good luck,0.6000000000000001,1.0,0.0,0.0,0.8591,Positive,
